	ExternalRiskEstimate	MSinceOldestTradeOpen	MSinceMostRecentTradeOpen	AverageMInFile	NumSatisfactoryTrades	NumTrades60Ever2DerogPubRec	NumTrades90Ever2DerogPubRec	PercentTradesNeverDelq	MSinceMostRecentDelq	MaxDelq2PublicRecLast12M	MaxDelqEver	NumTotalTrades	NumTradesOpeninLast12M	PercentInstallTrades	MSinceMostRecentInqexcl7days	NumInqLast6M	NumInqLast6Mexcl7days	NetFractionRevolvingBurden	NetFractionInstallBurden	NumRevolvingTradesWBalance	NumInstallTradesWBalance	NumBank2NatlTradesWHighUtilization	PercentTradesWBalance	class
0	0.43333333333333324	0.016229712858926344	0.010443864229765013	0.013192612137203165	0.10126582278481013	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.07692307692307693	0.3157894736842105	0.25	0.0	0.015151515151515152	0.015151515151515152	0.4	0.423469387755102	0.0625	0.05555555555555555	0.1111111111111111	0.63	-1
1	0.5666666666666667	0.22846441947565543	0.02349869451697128	0.18469656992084432	0.24050632911392406	0.0	0.0	0.87	0.08433734939759037	0.5555555555555556	0.6666666666666667	0.20192307692307693	0.05263157894736842	0.32	0.0	0.015151515151515152	0.015151515151515152	0.19393939393939394	0.19897959183673466	0.09375	0.0	0.0	0.62	1
2	0.8833333333333333	0.34581772784019976	0.02349869451697128	0.2928759894459103	0.20253164556962025	0.0	0.0	0.9400000000000001	0.710843373493976	0.6666666666666666	0.6666666666666667	0.15384615384615385	0.05263157894736842	0.13	0.0	0.045454545454545456	0.045454545454545456	0.030303030303030304	0.19897959183673466	0.03125	0.0	0.0	0.2	1
3	0.5166666666666666	0.26217228464419473	0.013054830287206266	0.2005277044854881	0.21518987341772153	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.17307692307692307	0.15789473684210525	0.17	0.0	0.030303030303030304	0.030303030303030304	0.5575757575757576	0.19897959183673466	0.28125	0.0	0.3333333333333333	0.91	-1
4	0.8833333333333333	0.2184769038701623	0.0026109660574412533	0.18205804749340368	0.31645569620253167	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.31730769230769235	0.10526315789473684	0.3	0.125	0.015151515151515152	0.015151515151515152	0.012121212121212121	0.19897959183673466	0.09375	0.0	0.0	0.4	1
5	0.7166666666666666	0.23096129837702872	0.013054830287206266	0.17414248021108178	0.810126582278481	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.625	0.10526315789473684	0.3	0.08333333333333333	0.015151515151515152	0.015151515151515152	0.15757575757575756	0.3826530612244898	0.21875	0.16666666666666666	0.05555555555555555	0.55	1
6	0.6166666666666667	0.20474406991260924	0.018276762402088774	0.2163588390501319	0.24050632911392406	0.0	0.0	0.9500000000000001	0.24096385542168675	0.6666666666666666	0.6666666666666667	0.19230769230769232	0.05263157894736842	0.4	0.0	0.0	0.0	0.3575757575757576	0.40306122448979587	0.15625	0.1111111111111111	0.05555555555555555	0.73	-1
7	0.5333333333333332	0.16853932584269662	0.0026109660574412533	0.13720316622691292	0.3291139240506329	0.0	0.0	0.96	0.08433734939759037	0.5555555555555556	0.8333333333333333	0.25961538461538464	0.15789473684210525	0.33	0.0	0.06060606060606061	0.045454545454545456	0.4	0.36734693877551017	0.3125	0.1111111111111111	0.2222222222222222	0.8200000000000001	-1
8	0.5166666666666666	0.26841448189762795	0.10182767624020887	0.2638522427440633	0.18987341772151897	0.0	0.0	0.88	0.12048192771084337	0.4444444444444444	0.6666666666666667	0.15384615384615385	0.0	0.5	0.041666666666666664	0.030303030303030304	0.030303030303030304	0.3393939393939394	0.0510204081632653	0.09375	0.05555555555555555	0.1111111111111111	0.8300000000000001	1
9	0.8	0.39700374531835203	0.0	0.2321899736147757	0.7088607594936709	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.5865384615384616	0.2631578947368421	0.16	0.041666666666666664	0.06060606060606061	0.06060606060606061	0.024242424242424242	0.2857142857142857	0.28125	0.1111111111111111	0.05555555555555555	0.41000000000000003	1
10	0.95	0.4918851435705368	0.018276762402088774	0.3087071240105541	0.2911392405063291	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.22115384615384617	0.05263157894736842	0.22	0.29166666666666663	0.0	0.0	0.006060606060606061	0.19897959183673466	0.03125	0.0	0.0	0.2	1
11	0.5333333333333332	0.012484394506866416	0.018276762402088774	0.015831134564643797	0.02531645569620253	0.0	0.0	1.0	0.08433734939759037	0.7777777777777777	1.0	0.019230769230769232	0.05263157894736842	0.5	0.0	0.015151515151515152	0.015151515151515152	0.6242424242424243	0.19897959183673466	0.03125	0.0	0.05555555555555555	1.0	-1
